Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
61,52,38,55,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",ECMWF,IBM,United Kingdom,2011,Research,24576,0,635111,754188,0,0,1387,458,MPP,POWER7 8C 3.84GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Northern Europe,Europe
62,53,41,46,Big Red II,"Cray XK7 , Opteron 6276 16C 2.300GHz, Cray Gemini interconnect, NVIDIA K20",Indiana University,Cray Inc.,United States,2013,Academic,31288,8788,597400,1000624,748800,0,,,MPP,Opteron 6276 16C 2.3GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,NVIDIA K20,16,"Opteron 6200 Series ""Interlagos""",Cray XK7 ,Cray XK,Cray Interconnect,Cray Gemini interconnect,North America,Americas
63,54,40,39,,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Central Research Institute of Electric Power Industry/CRIEPI,SGI,Japan,2012,Research,32256,0,582100,670925,2648520,0,720,808,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,None,8,Intel Xeon E5 (SandyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Eastern Asia,Asia
64,55,38,20,Gaea C2,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect",NOAA/Oak Ridge National Laboratory,Cray Inc.,United States,2011,Research,77824,0,565700,715981,0,0,972,582,MPP,Opteron 6276 16C 2.3GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas
65,,43,65,SuperMIC,"Dell C8220X Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Intel Xeon Phi 7120P",Louisiana State University,Dell,United States,2014,Academic,45866,39406,557033,925072,1343824,0,370,1505,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Redhat Enterprise Linux 6.4,Linux,Intel Xeon Phi 7120P,10,Intel Xeon E5 (IvyBridge),Dell C8220X Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband FDR,North America,Americas
66,81,41,115,Palmetto2,"Cluster Platform SL250s Gen8, Xeon E5-2665 8C 2.4GHz/E5-2670v2, Infiniband FDR, Nvidia K20m",Clemson University,Hewlett-Packard,United States,2013,Academic,12080,7280,551000,739429,0,0,,,Cluster,Xeon E5-2665 8C 2.4GHz,Intel SandyBridge,2400,Linux,Linux,Nvidia K20m,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
67,56,41,49,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Service Provider,Hewlett-Packard,United States,2013,Industry,42848,0,545510,891238,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
68,57,40,42,HIMAWARI,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",High Energy Accelerator Research Organization /KEK,IBM,Japan,2012,Research,49152,0,536663,629146,0,0,247,2177,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Eastern Asia,Asia
69,58,39,36,SAKURA,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",High Energy Accelerator Research Organization /KEK,IBM,Japan,2012,Research,49152,0,536663,629146,0,0,247,2177,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,Eastern Asia,Asia
70,59,40,52,SANAM,"Adtech, ASUS ESC4000/FDR G2, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, AMD FirePro S10000",King Abdulaziz City for Science and Technology,Adtech,Saudi Arabia,2012,Research,38400,33600,532600,1098000,1904640,0,179,2973,Cluster,Xeon E5-2650 8C 2GHz,Intel SandyBridge,2000,Linux,Linux,AMD FirePro S10000,8,Intel Xeon E5 (SandyBridge),Adtech ESC4000/FDR G2,Adtech Cluster,Infiniband,Infiniband FDR,Western Asia,Asia
71,60,41,53,HPCC,"Cluster Platform SL250s Gen8, Xeon E5-2665 8C 2.400GHz, Infiniband FDR, Nvidia K20m",University of Southern California,Hewlett-Packard,United States,2013,Academic,10920,6760,531600,690352,1377280,0,237,2243,Cluster,Xeon E5-2665 8C 2.4GHz,Intel SandyBridge,2400,Linux,Linux,Nvidia K20m,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
72,,43,72,HPC4,"HP POD - Cluster Platform BL460c, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR",Airbus,Hewlett-Packard,France,2014,Industry,27264,0,516897,588902,3055402,0,,,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),HP POD - Cluster Platform BL460c,HP Pod,Infiniband,Infiniband FDR,Western Europe,Europe
73,62,42,62,,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.800GHz, Gigabit Ethernet",Energy Company (D),Hewlett-Packard,United States,2013,Industry,50400,0,499226,1128960,0,0,,,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
74,63,35,19,Mole-8.5,"Mole-8.5 Cluster, Xeon X5520 4C 2.27 GHz, Infiniband QDR, NVIDIA 2050","Institute of Process Engineering, Chinese Academy of Sciences","IPE, Nvidia, Tyan",China,2011,Academic,29440,26880,496500,1012650,768000,0,540,919,Cluster,Xeon X5520 4C 2.27GHz,Intel Nehalem,2267,Linux,Linux,NVIDIA 2050,4,Xeon 5500-series (Nehalem-EP),Mole-8.5 Cluster,Mole-8.5 Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
75,,43,75,,"Cluster Platform SL230s Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR",IT Provider (P),Hewlett-Packard,United States,2014,Industry,26688,0,489415,576461,0,0,,,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
76,64,42,64,Amazon EC2 C3 Instance cluster,"Amazon EC2 Cluster, Intel Xeon E5-2680v2  10C 2.800GHz, 10G Ethernet",Amazon Web Services,Self-made,United States,2013,Industry,26496,0,484179,593510,3373325,0,,,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Amazon EC2 Cluster,NOW - Intel,10G,10G Ethernet,North America,Americas
77,,43,77,,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,United States,2014,Industry,33280,0,477968,745472,0,0,,,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
78,65,38,62,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",United Kingdom Meteorological Office,IBM,United Kingdom,2011,Research,18432,0,476333,565641,0,0,1040,458,MPP,POWER7 8C 3.84GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Northern Europe,Europe
79,61,41,54,Beaufix,"Bullx DLC B710 Blades, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR",Meteo France,Bull SA,France,2013,Research,24192,0,469097,522547,0,0,,,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Bullx Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Bullx DLC B710 Blades,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe
80,,43,80,Prolix,"Bullx DLC B710 Blades, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR",Meteo France,Bull SA,France,2014,Research,23760,0,464865,513216,1835904,0,,,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Bullx Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Bullx DLC B710 Blades,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe
81,66,40,44,,"Cluster Platform SL390s G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet, NVIDIA 2090",Geoscience (P),Hewlett-Packard,United States,2012,Industry,40320,23040,461793,1141459,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
82,68,40,48,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Energy Company (D),Hewlett-Packard,United States,2012,Industry,32256,0,457571,670925,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
83,69,42,69,HPCC1,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR14",Exploration & Production - Eni S.p.A.,IBM,Italy,2013,Industry,24000,0,454053,499200,0,0,499,911,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR14,Southern Europe,Europe
84,70,41,60,Makman,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Saudi Aramco,IBM,Saudi Arabia,2013,Industry,24336,0,441815,506189,3232768,600000,506,874,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband QDR,Western Asia,Asia
85,,43,85,,"IBM Flex System p460, POWER7  8C 3.550GHz, Infiniband QDR",China Meteorological Administration,IBM,China,2014,Research,17920,0,434800,508928,2400000,0,544,799,Cluster,POWER7  8C 3.55GHz,Power,3550,AIX,Unix,None,8,POWER7,IBM Flex System p460,IBM Flex System,Infiniband,Infiniband QDR,Eastern Asia,Asia
86,,43,86,,"IBM Flex System p460, POWER7  8C 3.550GHz, Infiniband QDR",China Meteorological Administration,IBM,China,2014,Research,17920,0,434800,508928,2400000,0,544,799,Cluster,POWER7  8C 3.55GHz,Power,3550,AIX,Unix,None,8,POWER7,IBM Flex System p460,IBM Flex System,Infiniband,Infiniband QDR,Eastern Asia,Asia
87,71,35,10,Red Sky,"Sun Blade x6275, Xeon X55xx 2.93 Ghz, Infiniband",Sandia National Laboratories / National Renewable Energy Laboratory,Sun Microsystems,United States,2010,Research,42440,0,433500,497396,2504421,0,,,Cluster,Xeon X5570 4C 2.93GHz,Intel Nehalem,2930,CentOS,Linux,None,4,Xeon 5500-series (Nehalem-EP),Sun Blade x6275,Sun Blade System,Infiniband,Infiniband,North America,Americas
88,72,42,72,,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,75664,0,426751,1089562,0,0,,,Cluster,Xeon E5-2450L 8C 1.8GHz,Intel SandyBridge,1800,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL360e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
89,73,39,41,HA-PACS,"Xtream-X GreenBlade 8204, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090","Center for Computational Sciences, University of Tsukuba",Cray Inc.,Japan,2012,Academic,20800,16640,421600,778128,1954559,0,407,1035,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,NVIDIA 2090,8,Intel Xeon E5 (SandyBridge),Xtream-X GreenBlade 8204,Appro Xtreme-X,Infiniband,Infiniband QDR,Eastern Asia,Asia
90,74,41,63,Aterui,"Cray XC30, Xeon E5-2670 8C 2.600GHz, Aries interconnect ",National Astronomical Observatory of Japan,Cray Inc.,Japan,2013,Academic,24192,0,420400,503194,3048192,0,740,568,MPP,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Cray Linux Environment ,Linux,None,8,Intel Xeon E5 (SandyBridge),Cray XC30,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia
91,75,41,64,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet, NVIDIA 2075",IT Service Provider,Hewlett-Packard,United States,2013,Industry,43264,10976,419387,1075350,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,NVIDIA 2075,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
92,76,40,53,Discover,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, Intel Xeon Phi 5110P",NASA Center for Climate Simulation,IBM,United States,2012,Government,35568,28080,417256,628842,960000,0,216,1935,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
93,,43,93,,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR",Aerospace Company,Hewlett-Packard,United States,2014,Industry,21760,0,413823,487424,0,0,,,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,North America,Americas
94,78,40,55,HPCEE,"SGI Rackable C2112-4RP3, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",DOE/National Energy Technology Laboratory,SGI,United States,2012,Research,24192,0,413500,503194,2422554,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),SGI Rackable C2112-4RP3,Rackable Cluster,Infiniband,Infiniband QDR,North America,Americas
95,79,40,83,Triolith,"Cluster Platform SL230s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR",National Supercomputer Centre (NSC),Hewlett-Packard,Sweden,2012,Academic,25376,0,407240,446618,2375000,0,519,785,Cluster,Xeon E5-2660 8C 2.2GHz,Intel SandyBridge,2200,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,Northern Europe,Europe
96,,43,96,CIMATEC01,"SGI ICE X, Intel Xeon E5-2690v2 10C 3GHz, Infiniband FDR",SENAI/CIMATEC,SGI,Brazil,2014,Research,17200,0,405365,412800,2149120,0,,,Cluster,Intel Xeon E5-2690v2 10C 3GHz,Intel IvyBridge,3000,Redhat Enterprise Linux 6.5,Linux,None,10,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,South America,Americas
97,,43,97,HPC4,"HP POD - Cluster Platform BL460c, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR",Airbus,Hewlett-Packard,Germany,2014,Industry,21120,0,400413,456192,0,0,,,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),HP POD - Cluster Platform BL460c,HP Pod,Infiniband,Infiniband FDR,Western Europe,Europe
98,80,38,63,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",United Kingdom Meteorological Office,IBM,United Kingdom,2011,Research,15360,0,396944,471368,0,0,867,458,MPP,POWER7 8C 3.84GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Northern Europe,Europe
99,82,39,44,,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Norwegian University of Science and Technology,SGI,Norway,2012,Academic,22048,0,396700,458598,2203320,0,537,739,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,None,8,Intel Xeon E5 (SandyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Northern Europe,Europe
100,,43,100,,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR",Aerospace Company (E),Hewlett-Packard,Germany,2014,Industry,21240,0,389508,458784,0,0,,,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,Western Europe,Europe
101,83,41,69,PARAM Yuva - II,"R2208GZ Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",Center for Development of Advanced Computing (C-DAC),Netweb Technologies,India,2013,Research,30056,26520,388442,520358,1225088,0,210,1850,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,CentOS,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),R2208GZ Cluster,Netweb Cluster,Infiniband,Infiniband FDR,South-central Asia,Asia
102,,43,102,camellia,"Cray XC30, Intel Xeon E5-2670v2  10C 2.500GHz, Aries interconnect , Intel Xeon Phi 5120D","Academic Center for Computing and Media Studies (ACCMS),  Kyoto University",Cray Inc.,Japan,2014,Academic,33600,28800,380504,611040,1242880,0,211,1805,MPP,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Cray Linux Environment ,Linux,Intel Xeon Phi 5120D,10,Intel Xeon E5 (IvyBridge),Cray XC30,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia
103,84,40,59,MVS-10P,"RSC Tornado, Xeon E5-2690 8C 2.900GHz, Infiniband FDR, Intel Xeon Phi SE10X",Joint Supercomputer Center,RSC Group,Russia,2012,Academic,28704,25376,375700,523578,1180160,0,223,1687,Cluster,Xeon E5-2690 8C 2.9GHz,Intel SandyBridge,2900,Linux,Linux,Intel Xeon Phi SE10X,8,Intel Xeon E5 (SandyBridge),RSC Tornado,RSC Cluster,Infiniband,Infiniband FDR,Eastern Europe,Europe
104,,43,104,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.5GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,United States,2014,Industry,28608,0,374947,572160,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
105,85,40,60,,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Energy Company,Hewlett-Packard,United States,2012,Industry,25568,0,371738,531814,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
106,86,42,86,,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",Service Provider,Hewlett-Packard,China,2013,Industry,39228,0,364463,784560,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
107,,43,107,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.6GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,United States,2014,Industry,26096,0,359836,542797,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
108,216,39,99,Vesta,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",DOE/SC/Argonne National Laboratory,IBM,United States,2012,Research,32768,0,357776,419430,0,0,164,2182,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
109,87,38,29,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM Rochester,IBM,United States,2011,Vendor,32768,0,357776,419430,0,0,164,2177,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
110,88,38,64,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM Rochester,IBM,United States,2011,Vendor,32768,0,357776,419430,0,0,164,2177,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
111,89,40,68,BGQ,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",Southern Ontario Smart Computing Innovation Consortium/University of Toronto,IBM,Canada,2012,Academic,32768,0,357776,419430,0,0,164,2177,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas
112,90,42,90,,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,62848,0,354467,905011,0,0,,,Cluster,Xeon E5-2450L 8C 1.8GHz,Intel SandyBridge,1800,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL360e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
113,91,42,91,Athos,"iDataPlex DX360M4, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR14",EDF R&D,IBM,France,2013,Industry,18144,0,352671,391910,2370816,0,347,1016,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR14,Western Europe,Europe
114,92,42,92,,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet",Software Company (M),Hewlett-Packard,United States,2013,Industry,62416,0,352030,898790,0,0,,,Cluster,Xeon E5-2450L 8C 1.8GHz,Intel SandyBridge,1800,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform DL360e Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
115,93,40,62,Pershing,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),IBM,United States,2012,Government,20160,0,350729,419328,0,0,401,875,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
116,94,39,46,Cab,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Lawrence Livermore National Laboratory,Cray Inc.,United States,2012,Research,20480,0,347400,425984,2168320,0,421,825,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Appro Xtreme-X Supercomputer,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
117,95,38,45,Luna,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Los Alamos National Laboratory,Cray Inc.,United States,2011,Research,20480,0,347400,425984,2168320,1084160,448,775,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5 (SandyBridge),Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
118,96,39,97,airain,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR",Commissariat a l'Energie Atomique (CEA)/CCRT,Bull SA,France,2012,Research,18144,0,346070,391910,1560384,0,500,692,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,bullx SUperCOmputer Suite A.E.2.1,Linux,None,8,Intel Xeon E5 (SandyBridge),Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
