green500_rank,Rmax,total_power,Mflops/Watt,How?,Year,Computer,Total Cores,Name,Manufacturer,top500_rank,Site,Country,RPeak,Segment,Accelerator/Co-Processor Cores,Nmax,Architecture,Processor,Processor_Family,Proc_Frequency,OS,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
313,121543,520.425,233.5456598,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2630 6C 2.300GHz, 10G Ethernet",9252,,Hewlett-Packard,477,Banking,France,170237,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,Western Europe,Europe
314,317900,1369.55,232.1200394,Derived,2013,"Fujitsu PRIMERGY CX400, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Xeon Phi 3120p",23478,,Fujitsu,108,"Information Technology Center, Nagoya University",Japan,465592,Academic,10374,2038272,Cluster,Intel Xeon E5-2697v2 12C 2.700GHz,Intel IvyBridge,2700,Linux,Linux,Intel Xeon Phi 3120p,12,Intel Xeon E5 (IvyBridge),Fujitsu PRIMERGY CX400,Fujitsu Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
315,165708.2,717.525,230.9441483,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2630 6C 2.300GHz, 10G Ethernet",12756,,Hewlett-Packard,265,Financial Services (H),United States,234710,Industry,0,0,Cluster,Xeon E5-2630 6C 2.300GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
316,191400,831,230.3249097,Top500,2009,"BX900 Xeon X5570 2.93GHz , Infiniband QDR",17072,,Fujitsu,211,Japan Atomic Energy Agency (JAEA),Japan,200080,Research,0,2401344,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),Fujitsu Cluster,Fujitsu Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
317,1050000,4590,228.7581699,Top500,2010,Bull bullx super-node S6010/S6030,138368,Tera-100,Bull SA,29,Commissariat a l'Energie Atomique (CEA),France,1254550,Research,0,4926336,Cluster,Xeon X7560 8C 2.260GHz,Intel Nehalem,2260,Linux,Linux,None,8,Xeon 5500-series (Nehalem-EX),bullx super-node S6010/S6030,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
318,545510,2410.2,226.3339142,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",42848,,Hewlett-Packard,56,Service Provider,United States,891238,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
319,161800,719,225.0347705,Top500,2010,"SGI ICE 8400EX Xeon X5570 4-core 2.93 GHz, Infiniband",15360,,SGI,272,University of Tokyo/Institute for Solid State Physics,Japan,180019.2,Academic,0,2351496,MPP,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),SGI ICE 8400EX,SGI ICE,Infiniband,Infiniband QDR,Eastern Asia,Asia
320,135374,604.8,223.832672,Derived,2012,"Cluster Platform SL250s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR, NVIDIA 2090",8064,,Hewlett-Packard,379,Research Center,China,270749,Research,5376,0,Cluster,Xeon E5-2660 8C 2.200GHz,Intel SandyBridge,2200,Linux,Linux,NVIDIA 2090,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,Eastern Asia,Asia
321,237800,1064,223.4962406,Top500,2010,"SGI ICE 8200EX, Xeon E5450 4C 3.000GHz, Infiniband",23040,Jade,SGI,169,Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES),France,267878.4,Academic,0,2487240,MPP,Xeon E5450 4C 3.000GHz,Intel Core,3000,SLES10 + SGI ProPack 5,Linux,None,4,"Xeon 5400-series ""Harpertown""",SGI ICE 8200EX,SGI ICE,Infiniband,Infiniband,Western Europe,Europe
322,126218,567,222.6067019,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet",10080,,Hewlett-Packard,453,Service Provider,United States,177408,Industry,0,0,Cluster,Xeon E5-2660 8C 2.200GHz,Intel SandyBridge,2200,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
323,134438,605.7,221.9547631,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet",10768,,Hewlett-Packard,381,Banking,France,189517,Industry,0,0,Cluster,Xeon E5-2660 8C 2.200GHz,Intel SandyBridge,2200,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,Western Europe,Europe
324,139953,631.8,221.5147198,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet",11232,,Hewlett-Packard,362,Automotive,United States,197683,Industry,0,0,Cluster,Xeon E5-2660 8C 2.200GHz,Intel SandyBridge,2200,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
325,251700,1140.956399,220.6043983,Derived,2012,"Cray XE6, Opteron 16C 2.50GHz, Cray Gemini interconnect",30080,Camphor,Cray Inc.,155,Kyoto University,Japan,300800,Academic,0,2009280,MPP,Opteron 16C 2.500GHz,AMD x86_64,2500,Cray Linux Environment ,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,Eastern Asia,Asia
326,149900,680.06,220.4217275,Derived,2011,"PowerEdge 1950/SunFire X2200/IBM dx340/dx360/HP SL160/DL165, Xeon/Opteron 2.3-2.67GHz, Myrinet 10G",20925,HPC,Dell/Sun/IBM,313,University of Southern California,United States,196465,Academic,0,0,Cluster,Xeon E5410 4C 2.333GHz,Intel Core,2333,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",PowerEdge 1950/SunFire X2200/iDataPlex Cluster,Dell/Sun/IBM Cluster,Myrinet,Myrinet 10G,North America,Americas
327,162344,738.9,219.7103803,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet",13136,,Hewlett-Packard,269,Banking (M),United States,231194,Industry,0,0,Cluster,Xeon E5-2660 8C 2.200GHz,Intel SandyBridge,2200,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
328,126967,578.7,219.4003802,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, Infiniband QDR",10288,,Hewlett-Packard,441,IT Service Provider,United Kingdom,164608,Industry,0,0,Cluster,Xeon E5-2650 8C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,Northern Europe,Europe
329,188738,867.6,217.5403412,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet",15424,,Hewlett-Packard,223,Telecommunication Company,United States,271462,Industry,0,0,Cluster,Xeon E5-2660 8C 2.200GHz,Intel SandyBridge,2200,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
330,189651,872.1,217.4647403,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet",15504,,Hewlett-Packard,215,IT Service Provider,United States,272870,Industry,0,0,Cluster,Xeon E5-2660 8C 2.200GHz,Intel SandyBridge,2200,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
331,274800,1275,215.5294118,Top500,2009,"Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition",26232,TachyonII,Sun Microsystems,137,KISTI Supercomputing Center,"Korea, South",307439.04,Research,0,0,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,CentOS,Linux,None,4,Xeon 5500-series (Nehalem-EP),Sun Blade 6048,Sun Blade System,Infiniband,Infiniband,Eastern Asia,Asia
332,119589,565.2,211.5870488,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",10048,,Hewlett-Packard,490,IT Service Provider (B),United States,208998,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
333,232694,1104,210.7735507,Derived,2012,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",14720,,Hewlett-Packard,173,IT Services Provider ,United States,306176,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
334,232694,1104,210.7735507,Derived,2012,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",14720,,Hewlett-Packard,174,IT Services Provider ,United States,306176,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
335,1167000,5569,209.552882,Derived,2010,"Cray XE6, Opteron 16C 2.500GHz, Cray Gemini interconnect",150528,Garnet,Cray Inc.,25,ERDC DSRC,United States,1505280,Research,0,5685504,MPP,Opteron 16C 2.500GHz,AMD x86_64,2500,Linux,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas
336,160200,774,206.9767442,Top500,2009,"SGI ICE 8200 Enh. LX, Xeon X5560 2.8Ghz",15360,Diamond,SGI,280,ERDC DSRC,United States,172032,Research,0,2280600,MPP,Xeon X5560 4C 2.800GHz,Intel Nehalem,2800,SLES10 + SGI ProPack 5,Linux,None,4,Xeon 5500-series (Nehalem-EP),SGI ICE 8200 Enhanced LX,SGI ICE,Infiniband,Infiniband DDR,North America,Americas
337,289735,1401.6,206.7173231,Derived,2013,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",18688,,Hewlett-Packard,126,Energy Company,United States,388710,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
338,281797,1363.2,206.7172829,Derived,2013,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",18176,,Hewlett-Packard,131,Geoscience (P),United States,378061,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
339,277828,1344,206.7172619,Derived,2013,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",17920,,Hewlett-Packard,133,Geoscience (P),United States,372736,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
340,132051,657,200.9908676,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet",11680,,Hewlett-Packard,396,IT Services Provider (D),United States,186880,Industry,0,0,Cluster,Xeon E5-2650 8C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
341,119904,598.5,200.3408521,Derived,2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, Gigabit Ethernet",10640,,Hewlett-Packard,488,Network Company,United States,229824,Industry,0,0,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
342,119904,598.5,200.3408521,Derived,2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, Gigabit Ethernet",10640,,Hewlett-Packard,489,Network Company,United States,229824,Industry,0,0,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
343,140533,710.4,197.8223536,Derived,2013,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",9472,,Hewlett-Packard,357,Energy Company,United States,197018,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
344,182484,927,196.8543689,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet",16480,,Hewlett-Packard,236,Government,United States,263680,Government,0,0,Cluster,Xeon E5-2650 8C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
345,127937.65,652.74,196.0009345,Submission,2013,"iDataPlex DX360M3, Xeon E5645 6C 2.400GHz, Gigabit Ethernet",22704,,IBM,436,Digital Media,United States,217958,Industry,0,0,Cluster,Xeon E5645 6C 2.400GHz,Intel Nehalem,2400,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
346,371738.3,1917.6,193.8560179,Derived,2012,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",25568,,Hewlett-Packard,85,Energy Company,United States,531814,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
347,129872,676.8,191.891253,Derived,2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",12032,,Hewlett-Packard,418,IT Service Provider,United States,250266,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
348,129872,676.8,191.891253,Derived,2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",12032,,Hewlett-Packard,419,IT Service Provider,United States,250266,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
349,129872,676.8,191.891253,Derived,2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",12032,,Hewlett-Packard,420,IT Service Provider,United States,250266,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
350,129872,676.8,191.891253,Derived,2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",12032,,Hewlett-Packard,421,IT Service Provider,United States,250266,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
351,457570.7,2419.2,189.1413277,Derived,2012,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",32256,,Hewlett-Packard,68,Energy Company (D),United States,670925,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
352,217890,1152,189.140625,Derived,2012,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",15360,,Hewlett-Packard,186,Energy Company,United States,319488,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
353,130734,691.2,189.140625,Derived,2012,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",9216,,Hewlett-Packard,408,Energy Company,United States,191693,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
354,202456,1070.4,189.1405082,Derived,2012,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",14272,,Hewlett-Packard,198,Energy Company (D),United States,296858,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
355,170698,903.6,188.9088092,Derived,2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",16064,,Hewlett-Packard,255,IT Service Provider,United States,334131,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
356,170698,903.6,188.9088092,Derived,2012,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",16064,,Hewlett-Packard,256,IT Service Provider,United States,334131,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
357,161517,855,188.9087719,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",15200,,Hewlett-Packard,273,IT Service Provider,United States,316160,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
358,154716,819,188.9084249,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",14560,,Hewlett-Packard,296,Service Provider,United States,302848,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
359,154716,819,188.9084249,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",14560,,Hewlett-Packard,297,Service Provider,United States,302848,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
360,145875,772.2,188.9083139,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",13728,,Hewlett-Packard,329,Service Provider,United States,285542,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
361,173960,922.05,188.6665582,Derived,2013,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",16392,,Hewlett-Packard,250,IT Services Provider (D),United States,340954,Industry,0,0,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
362,183379,975,188.0810256,Top500,2012,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",9728,Darwin,Dell,234,Cambridge University,United Kingdom,202342,Academic,0,1975952,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Dell PowerEdge C6220,Dell PowerEdge Cluster,Infiniband,Infiniband FDR,Northern Europe,Europe
363,296000,1592.483826,185.8731594,Derived,2012,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect",41984,Gaea C1,Cray Inc.,119,NOAA/Oak Ridge National Laboratory,United States,386253,Research,0,1678464,MPP,Opteron 6276 16C 2.300GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas
364,145316,782,185.826087,Submission,2013,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",25788,,IBM,331,Electronics,China,260975,Industry,0,0,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
365,145316,782,185.826087,Submission,2013,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",25788,,IBM,332,Electronics,China,260975,Industry,0,0,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
366,143152,770.5,185.7910448,Submission,2012,"xSeries x3550M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",25404,,IBM,347,Service Provider,United States,257088.48,Industry,0,0,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3550M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
367,120432,648.28,185.7715802,Submission,2012,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",21372,,IBM,479,Internet Service,China,216285,Industry,0,0,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
