"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt.g","how.g","year.g","name.g","totalcores.g","computer.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t","rmax","mflopswatt"
"41",2015-06-01,26,-2.974,41,47,1431102,657,2178.237443,"Submission",2012,"Blue Joule",131072,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Science and Technology Facilities Council - Daresbury Laboratory","IBM","United Kingdom","Research",0,1677722,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Northern Europe","Europe",30,39,13,"Blue Joule","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Science and Technology Facilities Council - Daresbury Laboratory","IBM","United Kingdom",2012,"Research",131072,0,1431102,1677722,0,0,657,2178,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Northern Europe","Europe",1431102,2178.237443
"160",2015-06-01,27,-2.996,160,1,353820,50.31872,7031.57791,"Submission",2015,"Shoubu",787968,"ExaScaler-1.4 80Brick, Xeon E5-2618Lv3  8C 2.3GHz, Infiniband FDR, PEZY-SC","RIKEN","PEZY Computing / Exascaler Inc.","Japan","Research",786432,842957,1474560,0,"Cluster","Xeon E5-2618Lv3  8C 2.3GHz","Intel Haswell",2300,"Linux","Linux","PEZY-SC",8,"Intel Xeon E5 (Haswell)","ExaScaler-1.4 80Brick","Pezy/Exascaler Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",NA,45,160,"Shoubu","ExaScaler-1.4 80Brick, Xeon E5-2618Lv3  8C 2.3GHz, Infiniband FDR, PEZY-SC","Institute of Physical and Chemical Research (RIKEN)","PEZY Computing / Exascaler Inc.","Japan",2015,"Research",787968,786432,412674,842957,1474560,0,NA,NA,"Cluster","Xeon E5-2618Lv3  8C 2.3GHz","Intel Haswell",2300,"Linux","Linux","PEZY-SC",8,"Intel Xeon E5 (Haswell)","ExaScaler-1.4 80Brick","Pezy/Exascaler Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",412674,7031.57791
"36",2015-06-01,28,-3.002,36,97,1628770,934.8,1742.3727,"Top500",2014,"Occigen",50544,"bullx  DLC, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR","Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES)","Bull, Atos Group","France","Academic",0,2102630.4,3974400,0,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Redhat Enterprise Linux 6.4","Linux","None",12,"Intel Xeon E5 (Haswell)","bullx DLC 720","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe",26,44,26,"Occigen","bullx  DLC, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR","Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES)","Bull, Atos Group","France",2014,"Academic",50544,0,1628770,2102630,3974400,0,935,1742,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Redhat Enterprise Linux 6.4","Linux","None",12,"Intel Xeon E5 (Haswell)","bullx DLC 720","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe",1628770,1742.3727
"15",2015-06-01,29,-3.011,15,213,3521000,4499.87,782.467049,"Top500",2014,"C01N",265440,"SGI ICE X/SuperBlade SBI-7127RG-E, Intel Xeon E5-2695v2 12C 2.4GHz, Infiniband FDR, NDIVA M2090/Intel Xeon Phi 7120P","Tulip Trading","Supermicro/SGI","Australia","Industry",170976,4470408,1847808,0,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"CentOS","Linux","NDIVA M2090/Intel Xeon Phi 7120P",12,"Intel Xeon E5 (IvyBridge)","SuperBlade SBI-7127RG-E","Supermicro Cluster","Infiniband","Infiniband FDR","Australia and New Zealand","Oceania",64,44,64,"C01N","SGI ICE X/SuperBlade SBI-7127RG-E, Intel Xeon E5-2695v2 12C 2.4GHz, Infiniband FDR, NDIVA M2090/Intel Xeon Phi 7120P","Tulip Trading","Supermicro/SGI","Australia",2014,"Industry",265440,170976,3521000,4470408,1847808,0,4500,782,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"CentOS","Linux","NDIVA M2090/Intel Xeon Phi 7120P",12,"Intel Xeon E5 (IvyBridge)","SuperBlade SBI-7127RG-E","Supermicro Cluster","Infiniband","Infiniband FDR","Australia and New Zealand","Oceania",3521000,782.467049
"43",2015-06-01,30,-3.043,43,94,1397000,785.625,1778.202068,"Derived",2014,"Beskow",53632,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ","KTH - Royal Institute of Technology","Cray Inc.","Sweden","Academic",0,1973657.6,3367296,0,"Cluster","Xeon E5-2698v3 16C 2.3GHz","Intel Haswell",2300,"Cray Linux Environment ","Linux","None",16,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe","Europe",32,44,32,"Beskow","Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ","KTH - Royal Institute of Technology","Cray Inc.","Sweden",2014,"Academic",53632,0,1397000,1973658,3367296,0,NA,NA,"Cluster","Xeon E5-2698v3 16C 2.3GHz","Intel Haswell",2300,"Cray Linux Environment ","Linux","None",16,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe","Europe",1397000,1778.202068
"20",2015-06-01,31,-3.047,20,192,2897000,3422.67,846.4152255,"Submission",2012,"SuperMUC",147456,"iDataPlex DX360M4, Xeon E5-2680 8C 2.70GHz, Infiniband FDR","Leibniz Rechenzentrum","IBM/Lenovo","Germany","Academic",0,3185050,5201920,0,"Cluster","Xeon E5-2680 8C 2.7GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe",14,39,4,"SuperMUC","iDataPlex DX360M4, Xeon E5-2680 8C 2.70GHz, Infiniband FDR","Leibniz Rechenzentrum","IBM/Lenovo","Germany",2012,"Academic",147456,0,2897000,3185050,5201920,0,3423,846,"Cluster","Xeon E5-2680 8C 2.7GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe",2897000,846.4152255
"54",2015-06-01,32,-3.055,54,72,1178300,580.9,2028.4042,"Top500",2015,"Sekirei",38016,"SGI ICE XA, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","University of Tokyo/Institute for Solid State Physics","SGI","Japan","Academic",0,1520640,3194880,0,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"SUSE Linux Enterprise Server 11","Linux","None",12,"Intel Xeon E5 (Haswell)","SGI ICE XA","SGI ICE","Infiniband","Infiniband FDR","Eastern Asia","Asia",NA,45,54,"Sekirei","SGI ICE XA, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","University of Tokyo/Institute for Solid State Physics","SGI","Japan",2015,"Academic",38016,0,1178300,1520640,3194880,0,581,2028,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"SUSE Linux Enterprise Server 11","Linux","None",12,"Intel Xeon E5 (Haswell)","SGI ICE XA","SGI ICE","Infiniband","Infiniband FDR","Eastern Asia","Asia",1178300,2028.4042
"88",2015-06-01,33,-3.058,88,15,777400,255.3,3045.045045,"Top500",2015,"Sekirei-ACC",15552,"SGI ICE XA, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Nvidia K40","University of Tokyo/Institute for Solid State Physics","SGI","Japan","Academic",8640,1100160,1935360,0,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"SUSE Linux Enterprise Server 11","Linux","Nvidia K40",12,"Intel Xeon E5 (Haswell)","SGI ICE XA","SGI ICE","Infiniband","Infiniband FDR","Eastern Asia","Asia",NA,45,88,"Sekirei-ACC","SGI ICE XA, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Nvidia K40","University of Tokyo/Institute for Solid State Physics","SGI","Japan",2015,"Academic",15552,8640,777400,1100160,1935360,0,255,3045,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"SUSE Linux Enterprise Server 11","Linux","Nvidia K40",12,"Intel Xeon E5 (Haswell)","SGI ICE XA","SGI ICE","Infiniband","Infiniband FDR","Eastern Asia","Asia",777400,3045.045045
"60",2015-06-01,34,-3.062,60,48,1073327,493,2177.133874,"Submission",2012,"Turing",98304,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","CNRS/IDRIS-GENCI","IBM","France","Academic",0,1258291,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Western Europe","Europe",42,39,29,"Turing","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","CNRS/IDRIS-GENCI","IBM","France",2012,"Academic",98304,0,1073327,1258291,0,0,493,2177,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Western Europe","Europe",1073327,2177.133874
"61",2015-06-01,35,-3.062,61,53,1073327,493.12,2176.604072,"Submission",2012,"DiRAC",98304,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","University of Edinburgh","IBM","United Kingdom","Academic",0,1258291,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Northern Europe","Europe",43,39,20,"DiRAC","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","University of Edinburgh","IBM","United Kingdom",2012,"Academic",98304,0,1073327,1258291,0,0,493,2177,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Northern Europe","Europe",1073327,2176.604072
"51",2015-06-01,36,-3.067,51,89,1250000,680,1838.235294,"Top500",2014,"Sisu",40608,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","CSC (Center for Scientific Computing)","Cray Inc.","Finland","Academic",0,1689292.8,3301440,0,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe","Europe",37,40,118,"Sisu","Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","CSC (Center for Scientific Computing)","Cray Inc.","Finland",2014,"Academic",40608,0,1250000,1689293,3301440,0,680,1838,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe","Europe",1250000,1838.235294
"53",2015-06-01,37,-3.071,53,79,1189000,622.08,1911.329733,"Derived",2015,"SORA-MA",41472,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","Japan Aerospace eXploration Agency","Fujitsu","Japan","Research",0,1310515,2032992,0,"Cluster","SPARC64 XIfx  32C 1.98GHz","Sparc",1975,"Linux","Linux","None",32,"SPARC64 XIfx","Fujitsu PRIMEHPC FX100","Fujitsu PRIMEHPC","Proprietary Network","Tofu interconnect 2","Eastern Asia","Asia",NA,45,53,"SORA-MA","Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","Japan Aerospace eXploration Agency","Fujitsu","Japan",2015,"Research",41472,0,1189000,1310515,2032992,0,NA,NA,"Cluster","SPARC64 XIfx  32C 1.98GHz","Sparc",1975,"Linux","Linux","None",32,"SPARC64 XIfx","Fujitsu PRIMEHPC FX100","Fujitsu PRIMEHPC","Proprietary Network","Tofu interconnect 2","Eastern Asia","Asia",1189000,1911.329733
"63",2015-06-01,38,-3.079,63,66,1052000,500,2104,"Top500",2014,"QB-2",23040,"Dell C8220X Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, NVIDIA K20x","Louisiana Optical Network Initiative","Dell","United States","Academic",13440,1473600,1799168,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Redhat Enterprise Linux 6.4","Linux","NVIDIA K20x",10,"Intel Xeon E5 (IvyBridge)","Dell C8220X Cluster","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","North America","Americas",46,44,46,"QB-2","Dell C8220X Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, NVIDIA K20x","Louisiana Optical Network Initiative","Dell","United States",2014,"Academic",23040,13440,1052000,1473600,1799168,0,500,2104,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Redhat Enterprise Linux 6.4","Linux","NVIDIA K20x",10,"Intel Xeon E5 (IvyBridge)","Dell C8220X Cluster","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","North America","Americas",1052000,2104
"16",2015-06-01,39,-3.091,16,243,3318950,5175,641.3429952,"Derived",2015,"Topaz",124200,"SGI ICE X, Xeon E5-2699v3 18C 2.3GHz, Infiniband FDR","ERDC DSRC","SGI","United States","Research",0,4570560,5779200,0,"Cluster","Xeon E5-2699v3 18C 2.3GHz","Intel Haswell",2300,"SUSE Linux Enterprise Server 11","Linux","None",18,"Intel Xeon E5 (Haswell)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas",NA,45,16,"Topaz","SGI ICE X, Xeon E5-2699v3 18C 2.3GHz, Infiniband FDR","ERDC DSRC","SGI","United States",2015,"Research",124200,0,3318950,4570560,5779200,0,NA,NA,"Cluster","Xeon E5-2699v3 18C 2.3GHz","Intel Haswell",2300,"SUSE Linux Enterprise Server 11","Linux","None",18,"Intel Xeon E5 (Haswell)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas",3318950,641.3429952
"29",2015-06-01,40,-3.098,29,149,2098090,2118,990.5996223,"Top500",2013,"Pangea",110400,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Total Exploration Production","SGI","France","Industry",0,2296320,3862528,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Western Europe","Europe",20,41,11,"Pangea","SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Total Exploration Production","SGI","France",2013,"Industry",110400,0,2098090,2296320,3862528,0,2118,991,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Western Europe","Europe",2098090,990.5996223
"19",2015-06-01,41,-3.106,19,242,3126240,4819.5,648.6647993,"Derived",2015,"Thunder",115668,"SGI ICE X, Xeon E5-2699v3 18C 2.3GHz, Infiniband FDR","Air Force Research Laboratory","SGI","United States","Government",0,4256582,5572800,0,"Cluster","Xeon E5-2699v3 18C 2.3GHz","Intel Haswell",2300,"SUSE Linux Enterprise Server 11","Linux","None",18,"Intel Xeon E5 (Haswell)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas",NA,45,19,"Thunder","SGI ICE X, Xeon E5-2699v3 18C 2.3GHz, Infiniband FDR","Air Force Research Laboratory","SGI","United States",2015,"Government",115668,0,3126240,4256582,5572800,0,NA,NA,"Cluster","Xeon E5-2699v3 18C 2.3GHz","Intel Haswell",2300,"SUSE Linux Enterprise Server 11","Linux","None",18,"Intel Xeon E5 (Haswell)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas",3126240,648.6647993
"80",2015-06-01,42,-3.118,80,52,894439,410.9,2176.780239,"Submission",2012,"",81920,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Rensselaer Polytechnic Institute","IBM","United States","Academic",0,1048576,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",59,39,102,"","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Rensselaer Polytechnic Institute","IBM","United States",2012,"Academic",81920,0,894439,1048576,0,0,411,2177,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",894439,2176.780239
"70",2015-06-01,43,-3.127,70,81,989600,518.4,1908.950617,"Derived",2015,"HOKUSAI GreatWave",34560,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","Advanced Center for Computing and Communication, RIKEN","Fujitsu","Japan","Research",0,1092096,1906944,0,"Cluster","SPARC64 XIfx  32C 1.98GHz","Sparc",1975,"Linux","Linux","None",32,"SPARC64 XIfx","Fujitsu PRIMEHPC FX100","Fujitsu PRIMEHPC","Proprietary Network","Tofu interconnect 2","Eastern Asia","Asia",NA,45,70,"HOKUSAI GreatWave","Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","Advanced Center for Computing and Communication, RIKEN","Fujitsu","Japan",2015,"Research",34560,0,989600,1092096,1906944,0,NA,NA,"Cluster","SPARC64 XIfx  32C 1.98GHz","Sparc",1975,"Linux","Linux","None",32,"SPARC64 XIfx","Fujitsu PRIMEHPC FX100","Fujitsu PRIMEHPC","Proprietary Network","Tofu interconnect 2","Eastern Asia","Asia",989600,1908.950617
"71",2015-06-01,44,-3.127,71,82,989600,518.4,1908.950617,"Derived",2015,"",34560,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","Meteorological Research Institute, , Japan Metorological Agency","Fujitsu","Japan","Research",0,1092096,1906944,0,"Cluster","SPARC64 XIfx  32C 1.98GHz","Sparc",1975,"Linux","Linux","None",32,"SPARC64 XIfx","Fujitsu PRIMEHPC FX100","Fujitsu PRIMEHPC","Proprietary Network","Tofu interconnect 2","Eastern Asia","Asia",NA,45,71,"","Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","Meteorological Research Institute, , Japan Metorological Agency","Fujitsu","Japan",2015,"Research",34560,0,989600,1092096,1906944,0,NA,NA,"Cluster","SPARC64 XIfx  32C 1.98GHz","Sparc",1975,"Linux","Linux","None",32,"SPARC64 XIfx","Fujitsu PRIMEHPC FX100","Fujitsu PRIMEHPC","Proprietary Network","Tofu interconnect 2","Eastern Asia","Asia",989600,1908.950617
"73",2015-06-01,45,-3.13,73,77,976763,510,1915.221569,"Top500",2013,"Conte",77520,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","Purdue University","Hewlett-Packard","United States","Academic",68400,1341096,1793088,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","Intel Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",53,41,28,"Conte","Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","Purdue University","Hewlett-Packard","United States",2013,"Academic",77520,68400,976763,1341096,1793088,0,510,1915,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","Intel Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",976763,1915.221569
"102",2015-06-01,46,-3.131,102,23,709700,269.94,2629.102764,"Submission",2013,"",15840,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x","Max-Planck-Gesellschaft MPI/IPP","IBM","Germany","Research",9240,1013100,1048320,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","NVIDIA K20x",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","Western Europe","Europe",77,42,49,"","iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x","Max-Planck-Gesellschaft MPI/IPP","IBM","Germany",2013,"Research",15840,9240,709700,1013100,1048320,0,270,2629,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","NVIDIA K20x",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband","Western Europe","Europe",709700,2629.102764
"66",2015-06-01,47,-3.138,66,95,1029940,582,1769.656357,"Submission",2015,"Taurus",34656,"bullx DLC 720, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","TU Dresden, ZIH","Bull, Atos Group","Germany","Academic",0,1386240,2772480,0,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"Bullx Linux","Linux","None",12,"Intel Xeon E5 (Haswell)","bullx DLC 720","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe",NA,45,66,"Taurus","bullx DLC 720, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","TU Dresden, ZIH","Bull, Atos Group","Germany",2015,"Academic",34656,0,1029940,1386240,2772480,0,620,1661,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"Bullx Linux","Linux","None",12,"Intel Xeon E5 (Haswell)","bullx DLC 720","Bull Bullx","Infiniband","Infiniband FDR","Western Europe","Europe",1029940,1769.656357
"76",2015-06-01,48,-3.144,76,86,944900,499.5279,1891.586036,"Submission",2014,"Piz Dora",30240,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","Swiss National Supercomputing Centre (CSCS)","Cray Inc.","Switzerland","Research",0,1257984,2885760,0,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Western Europe","Europe",56,44,56,"Piz Dora","Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","Swiss National Supercomputing Centre (CSCS)","Cray Inc.","Switzerland",2014,"Research",30240,0,944800,1257984,2885760,0,NA,NA,"Cluster","Xeon E5-2690v3 12C 2.6GHz","Intel Haswell",2600,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (Haswell)","Cray XC40","Cray XC","Custom Interconnect","Aries interconnect ","Western Europe","Europe",944800,1891.586036
"49",2015-06-01,49,-3.153,49,121,1262400,915.84,1378.406709,"Derived",2015,"Prometheus",41472,"HP Apollo 8000, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","Cyfronet","Hewlett-Packard","Poland","Academic",0,1658880,0,0,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"Linux","Linux","None",12,"Intel Xeon E5 (Haswell)","HP Apollo 8000","HP Apollo","Infiniband","Infiniband FDR","Eastern Europe","Europe",NA,45,49,"Prometheus","HP Apollo 8000, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","Cyfronet","Hewlett-Packard","Poland",2015,"Academic",41472,0,1262400,1658880,0,0,NA,NA,"Cluster","Xeon E5-2680v3 12C 2.5GHz","Intel Haswell",2500,"Linux","Linux","None",12,"Intel Xeon E5 (Haswell)","HP Apollo 8000","HP Apollo","Infiniband","Infiniband FDR","Eastern Europe","Europe",1262400,1378.406709
