"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","how.g","mflopswatt","totalcores.g","year.g","name.g","manufacturer.g","computer.g","site.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","efficiency.g","nmax.g","architecture.g","processor.g","processortechnology.g","processorspeedmhz.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax","rpeak.t","efficiency.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"275",2013-06-01,252,-4.329,275,213,139027,512.48,"Submission",271.2827818,24672,2013,"","IBM","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Financial Institution","United Kingdom","Industry",0,513178,27.09,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Gigabit Ethernet","Gigabit Ethernet","Northern Europe","Europe",NA,41,275,"","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Financial Institution","IBM","United Kingdom",2013,"Industry",24672,0,139027,513178,27,0,0,512,271,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Gigabit Ethernet","Gigabit Ethernet","Northern Europe","Europe"
"320",2013-06-01,253,-4.33,320,193,126399.82,425.22,"Derived",297.2574667,11936,2010,"Vayu","Oracle","Sun Blade x6048, Xeon X5570 2.93 Ghz, Infiniband QDR","National Computational Infrastructure National Facility (NCI-NF)","Australia","Academic",0,139889.92,90.36,0,"Cluster","Xeon X5570 4C 2.930GHz","Intel Nehalem",2930,"CentOS","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","Sun Blade 6048","Sun Blade System","Infiniband","Infiniband","Australia and New Zealand","Oceania",207,36,51,"Vayu","Sun Blade x6048, Xeon X5570 2.93 Ghz, Infiniband QDR","National Computational Infrastructure National Facility (NCI-NF)","Oracle","Australia",2010,"Academic",11936,0,126400,139890,90,0,0,NA,NA,"Cluster","Xeon X5570 4C 2.930GHz","Intel Nehalem",2930,"CentOS","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","Sun Blade 6048","Sun Blade System","Infiniband","Infiniband","Australia and New Zealand","Oceania"
"113",2013-06-01,254,-4.333,113,407,266942,1910.1,"Derived",139.7528925,25468,2011,"Zeus","Hewlett-Packard","Cluster Platform SL390/BL2x220, Xeon X5650 6C 2.660GHz, Infiniband QDR, NVIDIA 2090","Cyfronet","Poland","Academic",3328,373889.6,71.4,0,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL390/BL2x220","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","Eastern Europe","Europe",106,37,81,"Zeus","Cluster Platform SL390/BL2x220, Xeon X5650 6C 2.660GHz, Infiniband QDR, NVIDIA 2090","Cyfronet","Hewlett-Packard","Poland",2011,"Academic",25468,3328,266942,373890,71,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL390/BL2x220","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","Eastern Europe","Europe"
"264",2013-06-01,255,-4.334,264,239,143219,552.6,"Derived",259.1730004,9824,2013,"","Hewlett-Packard","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Services Provider","United States","Industry",0,204339,70.09,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",NA,41,264,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","IT Services Provider ","Hewlett-Packard","United States",2013,"Industry",9824,0,143219,204339,70,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"239",2013-06-01,256,-4.338,239,257,152347.9,633.6,"Derived",240.4480745,8448,2012,"","Hewlett-Packard","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR","VSC / Flemish Supercomputer Center","Belgium","Academic",0,175718,86.7,1503761,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","Western Europe","Europe",163,39,118,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR","VSC / Flemish Supercomputer Center","Hewlett-Packard","Belgium",2012,"Academic",8448,0,152348,175718,87,1503761,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","Western Europe","Europe"
"213",2013-06-01,257,-4.34,213,302,161800,719,"Top500",225.0347705,15360,2010,"","SGI","SGI Altix ICE 8400EX Xeon X5570 4-core 2.93 GHz, Infiniband","University of Tokyo/Institute for Solid State Physics","Japan","Academic",0,180019.2,89.88,2351496,"MPP","Xeon X5570 4C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","SGI ICE 8400EX","SGI Altix","Infiniband","Infiniband QDR","Eastern Asia","Asia",154,36,42,"","SGI Altix ICE 8400EX Xeon X5570 4-core 2.93 GHz, Infiniband","University of Tokyo/Institute for Solid State Physics","SGI","Japan",2010,"Academic",15360,0,161800,180019,90,2351496,0,719,225,"MPP","Xeon X5570 4C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","SGI ICE 8400EX","SGI Altix","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"292",2013-06-01,258,-4.34,292,200,132397,481.5,"Derived",274.9678089,8560,2013,"","Hewlett-Packard","Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet","Airline","United States","Industry",0,184896,71.61,0,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",NA,41,292,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet","Airline","Hewlett-Packard","United States",2013,"Industry",8560,0,132397,184896,72,0,0,NA,NA,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"186",2013-06-01,259,-4.344,186,339,182484,927,"Derived",196.8543689,16480,2013,"","Hewlett-Packard","Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet","Government","United States","Government",0,263680,69.21,0,"Cluster","Xeon E5-2650 8C 2.000GHz","Intel SandyBridge",2000,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",NA,41,186,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet","Government","Hewlett-Packard","United States",2013,"Government",16480,0,182484,263680,69,0,0,NA,NA,"Cluster","Xeon E5-2650 8C 2.000GHz","Intel SandyBridge",2000,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"211",2013-06-01,260,-4.346,211,313,162344,738.9,"Derived",219.7103803,13136,2013,"","Hewlett-Packard","Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet","Banking (M)","United States","Industry",0,231194,70.22,0,"Cluster","Xeon E5-2660 8C 2.200GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",NA,41,211,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet","Banking (M)","Hewlett-Packard","United States",2013,"Industry",13136,0,162344,231194,70,0,0,NA,NA,"Cluster","Xeon E5-2660 8C 2.200GHz","Intel SandyBridge",2200,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"285",2013-06-01,261,-4.346,285,223,135055,511.2,"Derived",264.192097,9088,2013,"","Hewlett-Packard","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Insurance Company","United States","Industry",0,189030,71.45,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",NA,41,285,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Insurance Company ","Hewlett-Packard","United States",2013,"Industry",9088,0,135055,189030,71,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas"
"311",2013-06-01,262,-4.348,311,199,128816,468,"Derived",275.2478632,8320,2013,"","Hewlett-Packard","Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet","Network Company","India","Industry",0,179712,71.68,0,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","South-central Asia","Asia",NA,41,311,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet","Network Company","Hewlett-Packard","India",2013,"Industry",8320,0,128816,179712,72,0,0,NA,NA,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","South-central Asia","Asia"
"471",2013-06-01,263,-4.351,471,181,100400,287.04,"Derived",349.7770346,8832,2011,"SKIF Aurora","RSC Group","SKIF Aurora Platform - Intel Xeon X5680, Infiniband QDR","South Ural State University","Russia","Academic",0,117000,85.81,1042080,"Cluster","Xeon X5680 6C 3.330GHz","Intel Nehalem",3330,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","SKIF Aurora Platform","NOW - Intel","Infiniband","Infiniband QDR","Eastern Europe","Europe",303,37,87,"SKIF Aurora","SKIF Aurora Platform - Intel Xeon X5680, Infiniband QDR","South Ural State University","RSC Group","Russia",2011,"Academic",8832,0,100400,117000,86,1042080,0,NA,NA,"Cluster","Xeon X5680 6C 3.330GHz","Intel Nehalem",3330,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","SKIF Aurora Platform","NOW - Intel","Infiniband","Infiniband QDR","Eastern Europe","Europe"
"434",2013-06-01,264,-4.355,434,186,104755,316.5,"Submission",330.9794629,10128,2011,"","IBM","iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR","IBM Development Engineering","United States","Industry",0,118700.16,88.25,0,"Cluster","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","North America","Americas",283,38,213,"","iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR","IBM Development Engineering","IBM","United States",2011,"Industry",10128,0,104755,118700,88,0,0,317,331,"Cluster","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","North America","Americas"
"364",2013-06-01,265,-4.356,364,194,117200,397.8,"Derived",294.6204123,2652,2013,"","Seneca Data","Seneca Data Cluster, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, NVIDIA K20","Jefferson Lab","United States","Research",2028,433440,27.04,309136,"Cluster","Xeon E5-2650 8C 2.000GHz","Intel SandyBridge",2000,"Linux","Linux","NVIDIA K20",8,"Intel Xeon E5 (SandyBridge)","Seneca Data Cluster","Seneca Data Cluster","Infiniband","Infiniband FDR","North America","Americas",NA,41,364,"","Seneca Data Cluster, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, NVIDIA K20","Jefferson Lab","Seneca Data","United States",2013,"Research",2652,2028,117200,433440,27,309136,183184,NA,NA,"Cluster","Xeon E5-2650 8C 2.000GHz","Intel SandyBridge",2000,"Linux","Linux","NVIDIA K20",8,"Intel Xeon E5 (SandyBridge)","Seneca Data Cluster","Seneca Data Cluster","Infiniband","Infiniband FDR","North America","Americas"
"184",2013-06-01,266,-4.357,184,362,183379,975,"Top500",188.0810256,9728,2012,"Darwin","Dell","Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Cambridge University","United Kingdom","Academic",0,202342,90.63,1975952,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Dell PowerEdge C6220","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","Northern Europe","Europe",131,39,93,"Darwin","Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Cambridge University","Dell","United Kingdom",2012,"Academic",9728,0,183379,202342,91,1975952,300000,975,188,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Dell PowerEdge C6220","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","Northern Europe","Europe"
"252",2013-06-01,267,-4.359,252,264,145248,617.01,"Submission",235.4062333,25776,2013,"","IBM","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Electronics","China","Industry",0,536141,27.09,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",NA,41,252,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Electronics","IBM","China",2013,"Industry",25776,0,145248,536141,27,0,0,617,235,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"253",2013-06-01,268,-4.359,253,265,145248,617.01,"Submission",235.4062333,25776,2013,"","IBM","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Electronics","China","Industry",0,536141,27.09,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",NA,41,253,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Electronics","IBM","China",2013,"Industry",25776,0,145248,536141,27,0,0,617,235,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"254",2013-06-01,269,-4.359,254,266,145248,617.01,"Submission",235.4062333,25776,2013,"","IBM","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Electronics","China","Industry",0,536141,27.09,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",NA,41,254,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Electronics","IBM","China",2013,"Industry",25776,0,145248,536141,27,0,0,617,235,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"255",2013-06-01,270,-4.362,255,292,144323,614.4,"Derived",234.9007161,8192,2013,"","Hewlett-Packard","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Government","Germany","Government",0,170394,84.7,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","Western Europe","Europe",NA,41,255,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","IT Service Provider","Hewlett-Packard","Germany",2013,"Industry",8192,0,144323,170394,85,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","Western Europe","Europe"
"309",2013-06-01,271,-4.362,309,224,129250,492.3,"Derived",262.5431647,8752,2012,"","Hewlett-Packard","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Semiconductor Company (F)","India","Industry",0,182042,71,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","South-central Asia","Asia",199,40,199,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Semiconductor Company (F)","Hewlett-Packard","India",2012,"Industry",8752,0,129250,182042,71,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","South-central Asia","Asia"
"310",2013-06-01,272,-4.362,310,225,129250,492.3,"Derived",262.5431647,8752,2012,"","Hewlett-Packard","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Semiconductor Company (F)","India","Industry",0,182042,71,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","South-central Asia","Asia",200,40,200,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Semiconductor Company (F)","Hewlett-Packard","India",2012,"Industry",8752,0,129250,182042,71,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","South-central Asia","Asia"
"257",2013-06-01,273,-4.364,257,282,143265,608.59,"Submission",235.4047881,25424,2013,"","IBM","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","China","Industry",0,528819,27.09,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",NA,41,257,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","IBM","China",2013,"Industry",25424,0,143265,528819,27,0,0,609,235,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"258",2013-06-01,274,-4.364,258,283,143265,608.59,"Submission",235.4047881,25424,2013,"","IBM","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","China","Industry",0,528819,27.09,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",NA,41,258,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","IBM","China",2013,"Industry",25424,0,143265,528819,27,0,0,609,235,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"259",2013-06-01,275,-4.364,259,284,143265,608.59,"Submission",235.4047881,25424,2013,"","IBM","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","China","Industry",0,528819,27.09,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",NA,41,259,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Internet Service","IBM","China",2013,"Industry",25424,0,143265,528819,27,0,0,609,235,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
