"","date","ExaRank","exascalar","top500rank","green500rank.g","site.g","manufacturer.g","name.g","computer.g","country.g","mflopswatt","power.g","cores.g","rmax.g","rpeak.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax","rpeak.t","efficiency.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"335",2012-11-01,317,-4.549,335,279,"Telecommunication Company","IBM","","iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",196.0027467,480.58,16716,94195,169166,206,39,206,"","iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Telecommunication Company","IBM","China",2012,"Industry",16716,0,94195,169166,56,0,0,481,196,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"336",2012-11-01,318,-4.549,336,278,"Telecommunication Company","IBM","","iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",196.0027467,480.58,16716,94195,169166,207,39,207,"","iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Telecommunication Company","IBM","China",2012,"Industry",16716,0,94195,169166,56,0,0,481,196,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"337",2012-11-01,319,-4.55,337,277,"Telecommunication Company","IBM","","iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",196.0027467,480.58,16716,94195,169166,210,38,134,"","iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","Geoscience","IBM","United States",2011,"Industry",7392,5376,93647,244890,38,0,0,108,866,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"309",2012-11-01,320,-4.552,309,305,"Internet Service","IBM","","xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","China",186.1984414,526.1,17344,97959,175521.28,188,37,323,"","xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","Internet Service","IBM","China",2011,"Industry",17344,0,97959,175521,56,0,0,526,186,"Cluster","Xeon E5540 4C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","xSeries x3650M2 Cluster Xeon QC","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"310",2012-11-01,321,-4.552,310,304,"Internet Service","IBM","","xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","China",186.1984414,526.1,17344,97959,175521.28,190,34,47,"","RIKEN Intergrated Cluster of Clusters, Xeon X5570 2.93GHz, Infiniband DDR","Institute of Physical and Chemical Res. (RIKEN)","Fujitsu","Japan",2009,"Research",9048,0,97940,106042,92,1287936,0,NA,NA,"Cluster","Xeon X5570 4C 2.930GHz","Intel Nehalem",2930,"RedHat Enterprise 5","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","Fujitsu RX200S5 Cluster","Fujitsu Cluster","Infiniband","Infiniband DDR","Eastern Asia","Asia"
"469",2012-11-01,322,-4.554,469,233,"Financial Services (H)","IBM","","BladeCenter HS22 Cluster (WM), Xeon L5640 6C 2.260GHz, Gigabit Ethernet","United States",232.3847476,337.39,15576,78404.29,140807,NA,40,469,"Cernan","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Navy DSRC","IBM","United States",2012,"Government",4032,0,78108,83866,93,0,0,80,975,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"315",2012-11-01,323,-4.556,315,322,"Internet Service","IBM","","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7698051,522.34,17220,97035,174266,NA,40,315,"","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Internet Service","IBM","China",2012,"Industry",17220,0,97035,174266,56,0,0,522,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"316",2012-11-01,324,-4.556,316,321,"Internet Service","IBM","","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7698051,522.34,17220,97035,174266,NA,40,316,"","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Internet Service","IBM","China",2012,"Industry",17220,0,97035,174266,56,0,0,522,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"317",2012-11-01,325,-4.556,317,320,"Internet Service","IBM","","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7698051,522.34,17220,97035,174266,NA,40,317,"","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Internet Service","IBM","China",2012,"Industry",17220,0,97035,174266,56,0,0,522,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"318",2012-11-01,326,-4.556,318,319,"Internet Service","IBM","","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7698051,522.34,17220,97035,174266,194,37,96,"Palmetto","PE1950/SF X2200/iDPx/IBM dx340/HP DL165 Intel 53xx/54xx 2.33, Opteron 2.3, E5410 2.33GHz Myrinet 10G","Clemson University","Dell/Sun/IBM","United States",2011,"Academic",13616,0,96920,123633,78,1489400,0,NA,NA,"Cluster","Xeon E5410 4C 2.333GHz","Intel Core",2333,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","PowerEdge 1950/SunFire X2200/iDataPlex Cluster","Dell/Sun/IBM Cluster","Myrinet","Myrinet 10G","North America","Americas"
"478",2012-11-01,327,-4.559,478,232,"CLUMEQ - Universit Laval","Sun Microsystems","Colosse","Sun Blade x6048, Xeon X5560 2.8 Ghz, Infiniband QDR","Canada",232.439759,332,7616,77170,85299,315,39,315,"","Cluster Platform SL170s, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","Retail","Hewlett-Packard","United States",2012,"Industry",12096,0,76812,148055,52,0,0,NA,NA,"Cluster","Xeon X5675 6C 3.060GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL170s","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"358",2012-11-01,328,-4.561,358,290,"IT Services Provider","Hewlett-Packard","","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","United States",192.9433962,477,8480,92034,176384,NA,40,358,"","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Service Provider","IBM","Japan",2012,"Industry",16332,0,92031,165280,56,0,0,717,128,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"441",2012-11-01,329,-4.564,441,259,"Defense","IBM","","BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","United States",214.7752676,380.23,9648,81664,109215.36,290,35,154,"","BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","Defense","IBM","United States",2010,"Industry",9648,0,81664,109215,75,0,0,380,215,"Cluster","Xeon E54440 4C 2.830GHz","Intel Core",2830,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","BladeCenter HS21 Cluster","IBM BladeCenter","Infiniband","Infiniband","North America","Americas"
"442",2012-11-01,330,-4.564,442,258,"Defense","IBM","","BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","United States",214.7752676,380.23,9648,81664,109215.36,287,35,149,"","BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","Defense","IBM","United States",2010,"Industry",9648,0,81664,109215,75,0,0,380,215,"Cluster","Xeon E54440 4C 2.830GHz","Intel Core",2830,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","BladeCenter HS21 Cluster","IBM BladeCenter","Infiniband","Infiniband","North America","Americas"
"443",2012-11-01,331,-4.564,443,257,"Defense","IBM","","BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","United States",214.7752676,380.23,9648,81664,109215.36,288,35,151,"","BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","Defense","IBM","United States",2010,"Industry",9648,0,81664,109215,75,0,0,380,215,"Cluster","Xeon E54440 4C 2.830GHz","Intel Core",2830,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","BladeCenter HS21 Cluster","IBM BladeCenter","Infiniband","Infiniband","North America","Americas"
"444",2012-11-01,332,-4.566,444,256,"Defense","IBM","","BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","United States",214.7752676,380.23,9648,81664,109215.36,291,39,291,"N8","Raackable Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","Leeds N8","SGI","United Kingdom",2012,"Academic",5088,0,81171,105830,77,1487360,0,180,451,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Cell OS","Unix","None",8,"Intel Xeon E5","Raackable Cluster","Rackable Cluster","Infiniband","Infiniband QDR","Northern Europe","Europe"
"446",2012-11-01,333,-4.567,446,255,"Financial Institution (P)","IBM","","iDataPlex DX360M3, Xeon X5650 6C 2.660GHz, Gigabit Ethernet","United Kingdom",215.3799336,376.75,14400,81144.39,153216,293,36,183,"","BladeCenter HS22 Cluster, Xeon QC GT 2.93 GHz, GigEthernet","Semiconductor Company (C)","IBM","United States",2010,"Industry",14328,0,80739,167924,48,0,0,486,166,"Cluster","Xeon X5570 4C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","None",4,"Xeon 5500-series (Nehalem-EP)","BladeCenter HS22 Cluster","IBM BladeCenter","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"343",2012-11-01,334,-4.569,343,315,"Internet Service","IBM","","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7702298,500.5,16500,92978,166980,NA,40,343,"","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Internet Service","IBM","China",2012,"Industry",16500,0,92978,166980,56,0,0,501,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"344",2012-11-01,335,-4.57,344,314,"Internet Service","IBM","","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7702298,500.5,16500,92978,166980,398,38,348,"","Cluster Platform 3000 BL 2x220, Xeon L5420 4C 2.50 GHz, Gigabit Ethernet","Grupa Allegro","Hewlett-Packard","Poland",2011,"Industry",16876,0,92818,168760,55,0,0,NA,NA,"Cluster","Xeon L5420 4C 2.500GHz","Intel Core",2500,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","Cluster Platform 3000 BL 2x220","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Eastern Europe","Europe"
"387",2012-11-01,336,-4.57,387,284,"IT Services Provider (B)","Hewlett-Packard","","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","India",194.8136414,454.5,8080,88542.8,168064,242,39,242,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.60GHz, Gigabit Ethernet","IT Provider (P)","Hewlett-Packard","United States",2012,"Industry",8064,0,88373,167731,53,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"320",2012-11-01,337,-4.572,320,361,"Government","IBM","","xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","United States",177.0164391,546.26,17160,96697,201115.2,NA,40,320,"","Cluster Platform 3000SL SL170s/160z, Xeon X5650 6C 2.660GHz, Gigabit Ethernet","Web Company (F)","Hewlett-Packard","United States",2012,"Industry",17904,0,96619,190499,51,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000SL SL170s/160z","HP Cluster Platform 3000SL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"350",2012-11-01,338,-4.572,350,332,"Internet Service","IBM","","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7683787,496.5,16368,92234,165644,214,39,214,"","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Internet Service","IBM","China",2012,"Industry",16368,0,92234,165644,56,0,0,497,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"351",2012-11-01,339,-4.572,351,331,"Internet Service","IBM","","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7683787,496.5,16368,92234,165644,215,39,215,"","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Internet Service","IBM","China",2012,"Industry",16368,0,92234,165644,56,0,0,497,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"352",2012-11-01,340,-4.572,352,330,"Internet Service","IBM","","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7683787,496.5,16368,92234,165644,216,39,216,"","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Internet Service","IBM","China",2012,"Industry",16368,0,92234,165644,56,0,0,497,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"353",2012-11-01,341,-4.572,353,329,"Internet Service","IBM","","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7683787,496.5,16368,92234,165644,217,39,217,"","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Internet Service","IBM","China",2012,"Industry",16368,0,92234,165644,56,0,0,497,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"354",2012-11-01,342,-4.572,354,328,"Internet Service","IBM","","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7683787,496.5,16368,92234,165644,218,39,218,"","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Internet Service","IBM","China",2012,"Industry",16368,0,92234,165644,56,0,0,497,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"355",2012-11-01,343,-4.572,355,327,"Internet Service","IBM","","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7683787,496.5,16368,92234,165644,219,39,219,"","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Internet Service","IBM","China",2012,"Industry",16368,0,92234,165644,56,0,0,497,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"356",2012-11-01,344,-4.572,356,326,"Internet Service","IBM","","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7683787,496.5,16368,92234,165644,220,39,220,"","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Internet Service","IBM","China",2012,"Industry",16368,0,92234,165644,56,0,0,497,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"357",2012-11-01,345,-4.572,357,325,"Internet Service","IBM","","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","China",185.7683787,496.5,16368,92234,165644,NA,40,357,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2012,"Industry",8480,0,92034,176384,52,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"362",2012-11-01,346,-4.575,362,317,"Banking (M)","IBM","","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","United States",185.7700201,492.13,16224,91423,164187,222,25,2,"BGW","eServer Blue Gene Solution","IBM Thomas J. Watson Research Center","IBM","United States",2005,"Research",40960,0,91290,114688,80,983039,0,448,204,"MPP","PowerPC 440 2C 700MHz","Power",700,"CNK/SLES 9","Mixed","None",2,"PowerPC 440","BlueGene/L","IBM BlueGene","Proprietary Network","Proprietary","North America","Americas"
"406",2012-11-01,347,-4.578,406,283,"University of Cologne, Regional Computing Centre","Bull SA","CHEOPS","Bullx Supernode/Blade  Xeon X5550/X5650 2.66 Ghz, Infiniband","Germany",195.4493743,439.5,9376,85900,100171,262,38,156,"","iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","Geoscience (P)","IBM","United States",2011,"Industry",6776,4928,85843,224483,38,0,0,99,866,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","NVIDIA 2090",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband","North America","Americas"
"438",2012-11-01,348,-4.579,438,268,"Stony Brook/BNL, New York Center for Computational Sciences","IBM","New York Blue","eServer Blue Gene Solution","United States",203.8734491,403,36864,82161,103219.2,285,39,285,"","xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Internet Service","IBM","China",2012,"Industry",14556,0,82023,147307,56,0,0,442,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"430",2012-11-01,349,-4.58,430,271,"Intel Corporation SCTO HPC","Hewlett-Packard","Intel IT SCTO HPC A","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","United States",200.7292271,414,7360,83101.9,153088,278,34,57,"Graph","Appro Xtreme-X3 Opteron 2.0GHz, Infiniband DDR","Lawrence Livermore National Laboratory","Appro International","United States",2009,"Research",13440,0,83080,107500,77,1370880,685440,700,119,"Cluster","Opteron Quad Core 4C 2.000GHz","AMD x86_64",2000,"Linux","Linux","None",4,"Opteron Quad Core","Appro Xtreme-X3","Appro XtremeServer","Infiniband","Infiniband DDR","North America","Americas"
"380",2012-11-01,350,-4.582,380,313,"Banking (M)","IBM","","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","United States",185.7704795,480.48,15840,89259,160301,NA,40,380,"","xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","Banking (M)","IBM","United States",2012,"Industry",15840,0,89259,160301,56,0,0,480,186,"Cluster","Xeon E5649 6C 2.530GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"468",2012-11-01,351,-4.582,468,260,"Netwok Equipment Provider","IBM","","BladeCenter HS22 Cluster (WM), Xeon X5650 6C 2.66 GHz, Gigabit Ethernet","Germany",210.9394078,372.82,13956,78642.43,148491.84,306,39,306,"","BladeCenter HS22 Cluster (WM), Xeon L5640 6C 2.260GHz, Gigabit Ethernet","Financial Services (H)","IBM","United States",2012,"Industry",15576,0,78404,140807,56,0,0,337,232,"Cluster","Xeon L5640 6C 2.260GHz","Intel Nehalem",2260,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"424",2012-11-01,352,-4.587,424,285,"IT Services Provider","Hewlett-Packard","","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","Russia",194.8117155,430.2,7648,83808,159078,273,39,273,"","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",13488,0,83683,165093,51,0,0,NA,NA,"Cluster","Xeon X5675 6C 3.060GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
