"","top500rank","green500rank.g","site.g","manufacturer.g","computer.g","country.g","mflopswatt.g","power.g","how.g","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcores.t","rmax.t","rpeak.t","effeciency.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","accelerator.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"315",315,198,"Telecommunication Company","IBM","BladeCenter HS22 Cluster (WM), Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","China",201.61,309.1,"Submission","","BladeCenter HS22 Cluster (WM), Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","Telecommunication Company","IBM","China",2011,"Industry",11016,0,62317,129108,48.27,0,0,309.1,201.61,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia"
"316",316,103,"Electronics","IBM","BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband","United States",354.32,175.67,"Submission","","BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband","Electronics","IBM","United States",2011,"Industry",6576,0,62244,69968.64,88.96,0,0,175.67,354.32,"Cluster","Xeon X5650 6C 2.66GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Infiniband","Infiniband","North America","Americas"
"317",317,104,"Electronics","IBM","BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband","United States",354.32,175.67,"Submission","","BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband","Electronics","IBM","United States",2011,"Industry",6576,0,62244,69968.64,88.96,0,0,175.67,354.32,"Cluster","Xeon X5650 6C 2.66GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Infiniband","Infiniband","North America","Americas"
"318",318,291,"Banking (M)","IBM","xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","United States",177.02,351.06,"Submission","","xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","Banking (M)","IBM","United States",2011,"Industry",11028,0,62143,129248,48.08,0,0,351.06,177.02,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"319",319,292,"Banking (M)","IBM","xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","United States",177.02,351.06,"Submission","","xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","Banking (M)","IBM","United States",2011,"Industry",11028,0,62143,129248,48.08,0,0,351.06,177.02,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"320",320,293,"Banking (M)","IBM","xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","United States",177.02,351.06,"Submission","","xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","Banking (M)","IBM","United States",2011,"Industry",11028,0,62143,129248,48.08,0,0,351.06,177.02,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"321",321,294,"Banking (M)","IBM","xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","United States",177.02,351.06,"Submission","","xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","Banking (M)","IBM","United States",2011,"Industry",11028,0,62143,129248,48.08,0,0,351.06,177.02,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"322",322,295,"Banking (M)","IBM","xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","United States",177.02,351.06,"Submission","","xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","Banking (M)","IBM","United States",2011,"Industry",11028,0,62143,129248,48.08,0,0,351.06,177.02,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"323",323,296,"Banking (M)","IBM","xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","United States",177.02,351.06,"Submission","","xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","Banking (M)","IBM","United States",2011,"Industry",11028,0,62143,129248,48.08,0,0,351.06,177.02,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"324",324,461,"IT Service Provider","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5670 2.93 Ghz, GigE","United States",53.39,1160.16,"derived","","Cluster Platform 3000 BL460c G7, Xeon X5670 2.93 Ghz, GigE","IT Service Provider","Hewlett-Packard","United States",2011,"Industry",10110,0,61943.8,118489.2,52.28,0,0,NA,NA,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"325",325,366,"IT Service Provider (D)","Hewlett-Packard","Cluster Platform 4000 BL465c G7, Opteron 6174 12C 2.20 GHz, Gigabit Ethernet","United States",120.91,511.2,"derived","","Cluster Platform 4000 BL465c G7, Opteron 6174 12C 2.20 GHz, Gigabit Ethernet","IT Service Provider (D)","Hewlett-Packard","United States",2011,"Industry",13632,0,61810,119961.6,51.52,0,0,NA,NA,"Cluster","Opteron 6174 12C 2.20GHz","AMD x86_64",2200,"Linux","Linux","None",12,"Opteron 12 Core","Cluster Platform 4000 BL465c G7","HP Cluster Platform 4000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"326",326,487,"KTH - Royal Institute of Technology","Dell","PowerEdge SC1435 Dual core Opteron 2.2 GHz, Infiniband","Sweden",42.01,1470,"Derived","Ekman","PowerEdge SC1435 Dual core Opteron 2.2 GHz, Infiniband","KTH - Royal Institute of Technology","Dell","Sweden",2010,"Academic",9800,0,61760,86024.4,71.79,1450624,0,NA,NA,"Cluster","Opteron Dual Core 2C 2.20GHz","AMD x86_64",2200,"Linux","Linux","None",2,"Opteron Dual Core","PowerEdge SC1435","Dell PowerEdge Cluster","Infiniband","Infiniband","Northern Europe","Europe"
"327",327,411,"IT Service Provider","Hewlett-Packard","Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE","United States",81.71,754.2,"derived","","Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE","IT Service Provider","Hewlett-Packard","United States",2010,"Industry",10056,0,61625.7,117856.3,52.29,0,0,NA,NA,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL460c G6","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"328",328,6,"Nagasaki University","Self-made","DEGIMA Cluster, Intel i5, ATI Radeon GPU, Infiniband QDR","Japan",1378.32,47.05,"Submission","DEGIMA","DEGIMA Cluster, Intel i5, ATI Radeon GPU, Infiniband QDR","Nagasaki University","Self-made","Japan",2011,"Academic",9900,9000,61410,138930,44.2,604800,0,NA,NA,"Cluster","Core i5 4C 2.93GHz","Intel Core",2930,"Linux","Linux","ATI GPU",4,"Core i5","DEGIMA Cluster","NOW - Intel","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"329",329,140,"Centre for High Performance Computing","Dell/Oracle","Blade X6275/ PowerEdge C6100 Cluster, Xeon X5570/X5670/ 4C 2.93 GHz, Infiniband QDR","South Africa",271.71,225.72,"derived","Tsessebe","Blade X6275/ PowerEdge C6100 Cluster, Xeon X5570/X5670/ 4C 2.93 GHz, Infiniband QDR","Centre for High Performance Computing","Dell/Oracle","South Africa",2009,"Academic",6336,0,61330,74257.92,82.59,0,0,NA,NA,"Cluster","Xeon X5570 4C 2.93GHz","Intel EM64T",2930,"CentOS","Linux","None",4,"Xeon X55xx (Nehalem-EP)","Blade X6275/ PowerEdge C6100 Cluster","Dell/Sun Cluster","Infiniband","Infiniband QDR","Southern Africa","Africa"
"330",330,141,"Swiss Scientific Computing Center (CSCS)","Cray Inc.","Cray XK6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect, NVIDIA 2090","Switzerland",266.58,228.11,"derived","Todi","Cray XK6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect, NVIDIA 2090","Swiss Scientific Computing Center (CSCS)","Cray Inc.","Switzerland",2011,"Research",5632,2816,60810,140694.4,43.22,0,0,NA,NA,"Cluster","Opteron 6272 16C 2.10GHz","AMD x86_64",2100,"Cray Linux Environment ","Linux","NVIDIA 2090",16,"Opteron 6200 Series","Cray XK6","Cray XK9","Cray Interconnect","Cray Gemini interconnect","Western Europe","Europe"
"331",331,67,"NASA/Goddard Space Flight Center","IBM","iDataPlex DX360M3, Xeon X5660 6C 2.80 GHz, Infiniband QDR","United States",421.73,144,"Submission","","iDataPlex DX360M3, Xeon X5660 6C 2.80 GHz, Infiniband QDR","NASA/Goddard Space Flight Center","IBM","United States",2011,"Research",6144,0,60729,68813,88.25,0,0,144,421.73,"Cluster","Xeon X5660 6C 2.80GHz","Intel Nehalem",2800,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Infiniband","Infiniband QDR","North America","Americas"
"332",332,101,"Lockheed Martin","IBM","BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband","United States",354.32,170.22,"Submission","","BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband","Lockheed Martin","IBM","United States",2011,"Industry",6372,0,60313,67798,88.96,0,0,170.22,354.32,"Cluster","Xeon X5650 6C 2.66GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Infiniband","Infiniband","North America","Americas"
"333",333,102,"Lockheed Martin","IBM","BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband","United States",354.32,170.22,"Submission","","BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband","Lockheed Martin","IBM","United States",2011,"Industry",6372,0,60313,67798,88.96,0,0,170.22,354.32,"Cluster","Xeon X5650 6C 2.66GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Infiniband","Infiniband","North America","Americas"
"334",334,431,"IT Service Provider","Hewlett-Packard","Cluster Platform 3000 SL2x170z, Xeon L5680 3.33 GHz, Infiniband","United States",69.67,864,"derived","","Cluster Platform 3000 SL2x170z, Xeon L5680 3.33 GHz, Infiniband","IT Service Provider","Hewlett-Packard","United States",2011,"Industry",5760,0,60193,76723.2,78.45,0,0,NA,NA,"Cluster","Xeon X5260 2C 3.33GHz","Intel Core",3330,"Linux","Linux","None",2,"Xeon X52xx (Wolfdale)","Cluster Platform SL2x170z","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","North America","Americas"
"335",335,432,"IT Service Provider","Hewlett-Packard","Cluster Platform 3000 SL2x170z, Xeon L5680 3.33 GHz, Infiniband","United States",69.67,864,"derived","","Cluster Platform 3000 SL2x170z, Xeon L5680 3.33 GHz, Infiniband","IT Service Provider","Hewlett-Packard","United States",2011,"Industry",5760,0,60193,76723.2,78.45,0,0,NA,NA,"Cluster","Xeon X5260 2C 3.33GHz","Intel Core",3330,"Linux","Linux","None",2,"Xeon X52xx (Wolfdale)","Cluster Platform SL2x170z","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","North America","Americas"
"336",336,433,"IT Service Provider","Hewlett-Packard","Cluster Platform 3000 SL2x170z, Xeon L5680 3.33 GHz, Infiniband","United States",69.67,864,"derived","","Cluster Platform 3000 SL2x170z, Xeon L5680 3.33 GHz, Infiniband","IT Service Provider","Hewlett-Packard","United States",2011,"Industry",5760,0,60193,76723.2,78.45,0,0,NA,NA,"Cluster","Xeon X5260 2C 3.33GHz","Intel Core",3330,"Linux","Linux","None",2,"Xeon X52xx (Wolfdale)","Cluster Platform SL2x170z","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","North America","Americas"
"337",337,460,"IT Service Provider","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5670 2.93 Ghz, GigE","United Kingdom",53.46,1120.91,"derived","","Cluster Platform 3000 BL460c G7, Xeon X5670 2.93 Ghz, GigE","IT Service Provider","Hewlett-Packard","United Kingdom",2011,"Industry",9768,0,59926.7,114481,52.35,0,0,NA,NA,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Northern Europe","Europe"
"338",338,352,"Web Content Provider","Hewlett-Packard","HP DL160 Cluster G6, Xeon E5645 6C 2.40 GHz, Gigabit Ethernet","Russia",132.85,450.9,"Derived","","HP DL160 Cluster G6, Xeon E5645 6C 2.40 GHz, Gigabit Ethernet","Web Content Provider","Hewlett-Packard","Russia",2011,"Industry",12024,0,59903,115430.4,51.9,0,0,NA,NA,"Cluster","Xeon E5645 6C 2.40GHz","Intel EM64T",2400,"Linux","Linux","None",6,"Xeon E56xx (Westmere-EP)","HP DL160 Cluster G6","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","Eastern Europe","Europe"
"339",339,393,"NCAR (National Center for Atmospheric Research)","IBM","Power 575, p6 4.7 GHz, Infiniband","United States",91.96,649,"Submission","bluefire","Power 575, p6 4.7 GHz, Infiniband","NCAR (National Center for Atmospheric Research)","IBM","United States",2008,"Research",4064,0,59684.14,76403.2,78.12,0,0,649,91.96,"MPP","POWER6 2C 4.70GHz","Power",4700,"AIX","Unix","None",2,"POWER6","pSeries 575","IBM pSeries","Infiniband","Infiniband","North America","Americas"
"340",340,476,"IT Services Provider ","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet","United States",48.34,1233.84,"derived","","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2011,"Industry",10752,0,59640,114401.28,52.13,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.66GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"341",341,477,"IT Services Provider ","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet","United States",48.34,1233.84,"derived","","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2011,"Industry",10752,0,59640,114401.28,52.13,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.66GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"342",342,478,"IT Services Provider ","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet","United States",48.34,1233.84,"derived","","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2011,"Industry",10752,0,59640,114401.28,52.13,0,0,NA,NA,"Cluster","Xeon X5650 6C 2.66GHz","Intel Nehalem",2660,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"343",343,408,"IT Services Provider ","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06 GHz, Infiniband QDR","Japan",83.54,711.93,"derived","","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06 GHz, Infiniband QDR","IT Services Provider ","Hewlett-Packard","Japan",2011,"Industry",6204,0,59474,75936.96,78.32,0,0,NA,NA,"Cluster","Xeon X5675 6C 3.06GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"344",344,409,"IT Services Provider ","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06 GHz, Infiniband QDR","Japan",83.54,711.93,"derived","","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06 GHz, Infiniband QDR","IT Services Provider ","Hewlett-Packard","Japan",2011,"Industry",6204,0,59474,75936.96,78.32,0,0,NA,NA,"Cluster","Xeon X5675 6C 3.06GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"345",345,449,"Web Content Provider (W)","Hewlett-Packard","Cluster Platform 3000 BL2x220, L54xx 2.33 Ghz, GigE","United States",54.7,1085.44,"Derived","","Cluster Platform 3000 BL2x220, L54xx 2.33 Ghz, GigE","Web Content Provider (W)","Hewlett-Packard","United States",2009,"Industry",12288,0,59372,114671.62,51.78,0,0,NA,NA,"Cluster","Xeon L5410 4C 2.33GHz","Intel Core",2333,"Linux","Linux","None",4,"Xeon L54xx (Harpertown)","Cluster Platform 3000 BL 2x220","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"346",346,199,"Financial Services (H)","IBM","BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE","United States",201.61,293.28,"Submission","","BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE","Financial Services (H)","IBM","United States",2011,"Industry",10452,0,59126.9,122497.44,48.27,0,0,293.28,201.61,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"347",347,200,"Financial Services (H)","IBM","BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE","United States",201.61,293.28,"Submission","","BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE","Financial Services (H)","IBM","United States",2011,"Industry",10452,0,59126.9,122497.44,48.27,0,0,293.28,201.61,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
"348",348,436,"Grupa Allegro","Hewlett-Packard","Cluster Platform 3000 BL 2x220, Xeon L5420 4C 2.50 GHz, Gigabit Ethernet","Poland",62.26,949.4,"derived","","Cluster Platform 3000 BL 2x220, Xeon L5420 4C 2.50 GHz, Gigabit Ethernet","Grupa Allegro","Hewlett-Packard","Poland",2011,"Industry",10748,0,59114,107480,55,0,0,NA,NA,"Cluster","Xeon L5420 4C 2.50GHz","Intel Core",2500,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","Cluster Platform 3000 BL 2x220","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Eastern Europe","Europe"
"349",349,452,"Computacenter AG & Co. oHG","Hewlett-Packard","Cluster Platform 3000 BL490c, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","Germany",54.13,1084.79,"derived","","Cluster Platform 3000 BL490c, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","Computacenter AG & Co. oHG","Hewlett-Packard","Germany",2011,"Industry",9564,0,58721,112090.08,52.39,0,0,NA,NA,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL490c","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Western Europe","Europe"
"350",350,464,"Computacenter (UK) LTD","Hewlett-Packard","Cluster Platform 3000 BL460c G1, Xeon L5420 2.5 GHz, GigE","United Kingdom",53.11,1105.45,"derived","","Cluster Platform 3000 BL460c G1, Xeon L5420 2.5 GHz, GigE","Computacenter (UK) LTD","Hewlett-Packard","United Kingdom",2010,"Industry",11280,0,58705.6,112800,52.04,0,0,NA,NA,"Cluster","Xeon L5420 4C 2.50GHz","Intel Core",2500,"Linux","Linux","None",4,"Xeon 5400-series ""Harpertown""","Cluster Platform 3000 BL460c G1","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","Northern Europe","Europe"
"351",351,189,"Classified","IBM","xSeries x3650 Cluster Xeon QC GT 2.66 GHz, Infiniband","United Kingdom",210,279.4,"Submission","","xSeries x3650 Cluster Xeon QC GT 2.66 GHz, Infiniband","Classified","IBM","United Kingdom",2011,"Classified",6368,0,58675.32,67908.35,86.4,0,0,279.4,210,"Cluster","Xeon X5550 4C 2.66GHz","Intel EM64T",2660,"Linux","Linux","None",4,"Xeon X55xx (Nehalem-EP)","xSeries x3650 Cluster Xeon quad core","IBM xSeries","Infiniband","Infiniband","Northern Europe","Europe"
"352",352,90,"Lockheed Martin","IBM","BladeCenter HS22 Cluster (WM), Xeon X5670 6C 2.93 GHz, Infiniband","United States",368.6,158.26,"Submission","","BladeCenter HS22 Cluster (WM), Xeon X5670 6C 2.93 GHz, Infiniband","Lockheed Martin","IBM","United States",2011,"Industry",5640,0,58335,66101,88.25,0,0,158.26,368.6,"Cluster","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Infiniband","Infiniband","North America","Americas"
"353",353,446,"IT Service Provider (D)","Hewlett-Packard","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06 GHz, Gigabit Ethernet","United States",55.98,1041.73,"derived","","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06 GHz, Gigabit Ethernet","IT Service Provider (D)","Hewlett-Packard","United States",2011,"Industry",9078,0,58318,111114.72,52.48,0,0,NA,NA,"Cluster","Xeon X5675 6C 3.06GHz","Intel Nehalem",3060,"Linux","Linux","None",6,"Xeon X56xx (Westmere-EP)","Cluster Platform 3000 BL460c G7","HP Cluster Platform 3000BL","Gigabit Ethernet","Gigabit Ethernet","North America","Americas"
